clientId,packetId,length,direction,iat,entropy,timestamp,clientProtocolVersion
05bf52c6-7bb0-4f13-8951-0e1fd803df35,7,397,OUTGOING,9159167,0.03169909635288355,1753691581568,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,7,236,OUTGOING,9377541,0.03155993119518138,1753691581577,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,7,183,OUTGOING,9218792,0.03161778729168061,1753691581586,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,7,148,OUTGOING,8785208,0.031656270091904,1753691581595,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,7,232,OUTGOING,8678667,0.03164847722799164,1753691581604,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,7,80,OUTGOING,8730000,0.031799930395630845,1753691581612,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,7,76,OUTGOING,8496833,0.031792356785662605,1753691581621,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,7,77,OUTGOING,9046917,0.03212758964200266,1753691581630,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,7,76,OUTGOING,8723042,0.03212502312144803,1753691581638,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,13,24414,OUTGOING,10233083,0.1154958536840192,1753691581649,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,3,0,OUTGOING,9761708,0.15246555532133857,1753691581659,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,3,0,INCOMING,201631209,0.15246605842461625,1753691581862,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,115,6,OUTGOING,39041083,0.15245380572623737,1753691581900,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,43,49,OUTGOING,10392708,0.1524227529834914,1753691581910,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,14,1,OUTGOING,9131459,0.1526099351647769,1753691581919,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,18,50,OUTGOING,9510333,0.15252480446612734,1753691581929,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,10,2,OUTGOING,9114083,0.1525341089449428,1753691581938,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,90,12,OUTGOING,9275292,0.15252810774036954,1753691581947,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,92,8,OUTGOING,8968375,0.15256081213633313,1753691581956,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,63,1146,OUTGOING,9184042,0.15329122051874947,1753691581965,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,126,2,OUTGOING,10213416,0.15403354030851887,1753691581975,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,67,50,OUTGOING,8548334,0.15414236016816757,1753691581983,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,124,12,OUTGOING,8378583,0.15415615909809757,1753691581992,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,30,5,OUTGOING,8497583,0.15415089722400382,1753691582000,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,97,9,OUTGOING,8472542,0.1541457571582442,1753691582009,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,57,9,OUTGOING,8564958,0.15415702774093984,1753691582017,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,37,39,OUTGOING,8459292,0.15410399593803584,1753691582026,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,106,17,OUTGOING,8597167,0.1541201966150056,1753691582035,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,34,5,OUTGOING,8691708,0.15414064257687496,1753691582044,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,34,5,OUTGOING,8924417,0.15414099756756705,1753691582052,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,34,5,OUTGOING,8654916,0.1541411365025932,1753691582061,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,1,52,OUTGOING,8453250,0.15414007001839378,1753691582069,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,92,5,OUTGOING,8694000,0.15414641459691983,1753691582078,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,76,2,OUTGOING,8623500,0.15414896264735253,1753691582087,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,95,19,OUTGOING,8711209,0.154118892667945,1753691582096,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,124,2,OUTGOING,8896416,0.15411406155599847,1753691582104,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,1,52,OUTGOING,8652959,0.1542135414707473,1753691582113,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,92,21,OUTGOING,8542250,0.15418886244206328,1753691582121,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,76,2,OUTGOING,8800583,0.15419071541652404,1753691582131,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,1,52,OUTGOING,9316750,0.15421064022059439,1753691582140,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,92,19,OUTGOING,8733583,0.15418939704211868,1753691582148,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,76,2,OUTGOING,8468667,0.15418610713222014,1753691582157,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,1,52,OUTGOING,8838917,0.15419963257998728,1753691582166,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,92,9,OUTGOING,9060916,0.15420043863373895,1753691582174,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,76,2,OUTGOING,8534417,0.15419822617253637,1753691582183,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,1,52,OUTGOING,9088417,0.15420443465336317,1753691582192,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,92,19,OUTGOING,8646500,0.1541862114784064,1753691582201,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,76,2,OUTGOING,8461791,0.15419040489362018,1753691582209,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,1,52,OUTGOING,8841375,0.1542055805638257,1753691582218,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,92,19,OUTGOING,8477792,0.15418194970202448,1753691582226,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,76,2,OUTGOING,8372708,0.15418364913971844,1753691582235,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,1,52,OUTGOING,9128750,0.1542021557076212,1753691582245,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,92,19,OUTGOING,9042834,0.15419498940765852,1753691582253,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,76,2,OUTGOING,8667083,0.1541943076078748,1753691582262,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,1,52,OUTGOING,8326250,0.15421377325697527,1753691582270,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,92,19,OUTGOING,8802333,0.15419354790615053,1753691582279,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,76,2,OUTGOING,8649959,0.15419043774771263,1753691582288,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,1,52,OUTGOING,8893458,0.15420604207069244,1753691582297,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,92,19,OUTGOING,8600458,0.15418510318969794,1753691582305,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,76,2,OUTGOING,8289542,0.15418945033068757,1753691582314,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,1,52,OUTGOING,9329250,0.15421352622425305,1753691582323,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,92,19,OUTGOING,8492500,0.1542008824912605,1753691582331,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,76,2,OUTGOING,8616750,0.1542010643374576,1753691582340,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,1,52,OUTGOING,8914708,0.15420930490578494,1753691582348,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,92,19,OUTGOING,8401625,0.15419671072431299,1753691582357,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,76,2,OUTGOING,8886667,0.1541957530057646,1753691582366,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,1,52,OUTGOING,9039750,0.1542056100697238,1753691582375,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,92,19,OUTGOING,8990083,0.15419335100972303,1753691582384,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,76,2,OUTGOING,8811209,0.15419610380806537,1753691582393,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,1,52,OUTGOING,8732333,0.15421332728778514,1753691582401,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,92,19,OUTGOING,8375875,0.15419245444423332,1753691582410,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,76,2,OUTGOING,8496000,0.15418835042185094,1753691582419,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,87,2,OUTGOING,8929125,0.15417996598403141,1753691582428,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,12,0,OUTGOING,8726417,0.15417929566313748,1753691582437,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,39,11042,OUTGOING,9287291,0.17090529459860904,1753691582445,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,39,11042,OUTGOING,8832167,0.17105759131343432,1753691582455,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,39,11042,OUTGOING,9274667,0.1710911962397709,1753691582464,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,39,11042,OUTGOING,8910375,0.17108572894157045,1753691582473,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,39,11042,OUTGOING,8908625,0.17110020315090868,1753691582481,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,39,11042,OUTGOING,8549833,0.1710953917761449,1753691582490,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,39,11042,OUTGOING,8751250,0.1710980151059594,1753691582499,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,39,11042,OUTGOING,8736917,0.17109991377949357,1753691582508,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,39,11042,OUTGOING,8988958,0.17108999262028035,1753691582516,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,11,1,OUTGOING,8802875,0.17110261513510988,1753691582525,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,65,61,OUTGOING,8839000,0.1709481798877739,1753691582534,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,65,61,OUTGOING,8803875,0.17098241185695642,1753691582543,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,18,50,OUTGOING,8886083,0.17097720708858496,1753691582552,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,98,1,OUTGOING,8881667,0.17097738804531046,1753691582560,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,34,5,OUTGOING,8417583,0.17097726219520037,1753691582569,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,34,5,OUTGOING,8785625,0.17098363943047246,1753691582578,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,63,19,OUTGOING,9067167,0.17103991045664685,1753691582587,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,57,9,OUTGOING,8890458,0.17104453059689095,1753691582596,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,30,5,OUTGOING,8423750,0.17103424463404465,1753691582604,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,129,13,OUTGOING,8515000,0.17103851938252387,1753691582613,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,130,105,OUTGOING,9081167,0.1711456539994664,1753691582622,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,101,18,OUTGOING,8621417,0.17151942844043383,1753691582630,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,101,16,OUTGOING,8651291,0.17152103573740957,1753691582639,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,101,16,OUTGOING,9054042,0.1715192310680568,1753691582648,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,101,16,OUTGOING,8782208,0.17152736369502328,1753691582657,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,101,6,OUTGOING,8921125,0.17152255495035382,1753691582666,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,123,213,OUTGOING,8625792,0.1713995088861293,1753691582674,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,123,27,OUTGOING,8568958,0.17217054600097603,1753691582683,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,110,31,OUTGOING,8226209,0.17215338884198056,1753691582692,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,1,52,OUTGOING,9012583,0.17214076828162395,1753691582700,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,92,5,OUTGOING,8785375,0.17213369128919165,1753691582709,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,76,2,OUTGOING,8112792,0.1721329242764255,1753691582717,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,95,19,OUTGOING,8407125,0.1721021961340642,1753691582726,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,124,2,OUTGOING,8741000,0.17209835938507595,1753691582735,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,131,41,OUTGOING,8836541,0.17217021843986607,1753691582743,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,94,7,OUTGOING,8636625,0.17216571376479645,1753691582752,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,31,58,OUTGOING,8547459,0.17213264056233507,1753691582760,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,31,58,OUTGOING,8644125,0.1721332914380973,1753691582769,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,31,58,OUTGOING,8752750,0.17213584930506814,1753691582778,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,31,58,OUTGOING,8668791,0.17213625452315057,1753691582786,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,106,17,OUTGOING,8421334,0.17209739117482348,1753691582795,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,94,7,OUTGOING,8511458,0.17210535883131034,1753691582804,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,94,7,OUTGOING,9005583,0.17210572629685722,1753691582813,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,31,58,OUTGOING,8962375,0.1721338461846128,1753691582822,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,31,58,OUTGOING,9177709,0.1721368407483273,1753691582831,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,31,58,OUTGOING,8980291,0.17214067267278044,1753691582842,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,94,7,OUTGOING,10942625,0.17212223106575647,1753691582851,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,31,58,OUTGOING,9773959,0.17213743179652896,1753691582860,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,31,58,OUTGOING,8669333,0.1721382991335838,1753691582869,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,31,58,OUTGOING,9015500,0.17213820328542034,1753691582878,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,31,58,OUTGOING,8729333,0.17213926107757827,1753691582887,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,94,7,OUTGOING,8781625,0.17211699967629868,1753691582896,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,31,58,OUTGOING,9232792,0.1720639552195063,1753691582905,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,31,58,OUTGOING,8801958,0.1721361716927688,1753691582919,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,31,58,OUTGOING,14215834,0.17213668266807874,1753691582928,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,115,1142,OUTGOING,8877208,0.17121850607294928,1753691582937,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,31,58,OUTGOING,8952542,0.17123081111170924,1753691582946,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,31,58,OUTGOING,9088000,0.17122330298242924,1753691582955,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,16,2108,OUTGOING,9882583,0.177302743975329,1753691582966,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,94,7,OUTGOING,10943917,0.17762733902690944,1753691582976,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,31,58,OUTGOING,8904958,0.17763896685124994,1753691582985,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,31,58,OUTGOING,8965292,0.17764230546839085,1753691582993,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,94,7,OUTGOING,8841291,0.17761984053219887,1753691583003,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,94,7,OUTGOING,9463125,0.17762158884744117,1753691583013,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,31,58,OUTGOING,10001542,0.1776362412145009,1753691583022,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,31,58,OUTGOING,9185208,0.17764019041019388,1753691583031,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,31,58,OUTGOING,9178000,0.1776399114444274,1753691583040,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,94,7,OUTGOING,8767459,0.17762175232489208,1753691583049,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,94,7,OUTGOING,8671166,0.17762101430842353,1753691583057,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,31,58,OUTGOING,8714500,0.17763552941926752,1753691583066,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,31,58,OUTGOING,8894375,0.17763859655040873,1753691583075,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,31,58,OUTGOING,8987334,0.17763248362436151,1753691583084,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,31,58,OUTGOING,8840500,0.17763494160107451,1753691583093,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,94,7,OUTGOING,8919125,0.17762725586452016,1753691583102,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,94,7,OUTGOING,8726041,0.1776277756583334,1753691583110,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,31,58,OUTGOING,8720584,0.17764157433924072,1753691583119,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,31,58,OUTGOING,8857416,0.1776418125068898,1753691583128,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,94,7,OUTGOING,8645500,0.17762424115462538,1753691583137,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,94,7,OUTGOING,8688000,0.1776306707915684,1753691583145,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,31,58,OUTGOING,8592334,0.1775712885023906,1753691583154,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,31,58,OUTGOING,8534500,0.1776414663734718,1753691583163,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,31,58,OUTGOING,8714958,0.17764089577198083,1753691583171,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,94,7,OUTGOING,8689583,0.17762680900465344,1753691583180,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,31,58,OUTGOING,8613875,0.17764289342391767,1753691583189,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,31,58,OUTGOING,8946750,0.17763806235817395,1753691583198,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,31,58,OUTGOING,9129334,0.17764330119754265,1753691583207,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,9,834,INCOMING,9356416,0.1805993321688334,1753691583216,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,12,0,INCOMING,8898584,0.18059846204600621,1753691583225,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,12,0,INCOMING,8540791,0.18059754157521632,1753691583234,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,12,0,INCOMING,9127125,0.18059658056888386,1753691583243,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,12,0,INCOMING,8919625,0.18059658056888386,1753691583251,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,12,0,INCOMING,8728667,0.18059658056888386,1753691583260,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,12,0,INCOMING,8922000,0.18059658056888386,1753691583269,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,12,0,INCOMING,8861958,0.18059658056888386,1753691583278,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,12,0,INCOMING,9075042,0.18059658056888386,1753691583287,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,12,0,INCOMING,8703625,0.18059658056888386,1753691583296,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,12,0,INCOMING,8948708,0.18059658056888386,1753691583305,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,12,0,INCOMING,8736167,0.18059658056888386,1753691583313,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,12,0,INCOMING,8511333,0.18059658056888386,1753691583322,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,12,0,INCOMING,8816709,0.18059658056888386,1753691583331,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,12,0,INCOMING,9139458,0.18059658056888386,1753691583340,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,12,0,INCOMING,9009500,0.18059658056888386,1753691583349,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,12,0,INCOMING,8786792,0.18059658056888386,1753691583358,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,12,0,INCOMING,8849666,0.18059658056888386,1753691583367,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,12,0,INCOMING,8718917,0.18059658056888386,1753691583375,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,12,0,INCOMING,8768333,0.18059658056888386,1753691583384,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,12,0,INCOMING,8851167,0.18059658056888386,1753691583393,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,12,0,INCOMING,8899750,0.18059658056888386,1753691583402,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,10,4,INCOMING,9027750,0.18058944294397136,1753691583411,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,0,1,INCOMING,8977125,0.18058531917792228,1753691583420,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,30,33,INCOMING,8844750,0.18052313298349595,1753691583429,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,0,1,INCOMING,8593375,0.180523081993109,1753691583437,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,30,33,INCOMING,8476958,0.1805236956705412,1753691583446,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,12,0,INCOMING,8890875,0.18052357628466337,1753691583455,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,12,0,INCOMING,9060584,0.1805233351167169,1753691583464,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,12,0,INCOMING,8994208,0.18052243151048392,1753691583473,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,12,0,INCOMING,9250000,0.18052243151048392,1753691583482,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,12,0,INCOMING,9157458,0.18052243151048392,1753691583491,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,12,0,INCOMING,9173375,0.18050468008299506,1753691583501,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,12,0,INCOMING,9207375,0.18050468008299506,1753691583509,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,12,0,INCOMING,8813917,0.18050468008299506,1753691583518,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,12,0,INCOMING,8890417,0.18050468008299506,1753691583527,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,12,0,INCOMING,8643333,0.18050468008299506,1753691583536,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,115,1142,OUTGOING,8590458,0.18050463980671902,1753691583544,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,31,58,OUTGOING,8569417,0.1805753520382216,1753691583553,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,106,17,OUTGOING,8746917,0.18053580590493765,1753691583562,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,94,7,OUTGOING,8738041,0.18054175895863003,1753691583570,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,94,7,OUTGOING,8532334,0.18055546682280194,1753691583579,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,31,58,OUTGOING,8763750,0.18058695889303106,1753691583588,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,31,58,OUTGOING,8721333,0.18058105440561978,1753691583597,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,31,58,OUTGOING,8738917,0.18058305361304208,1753691583605,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,94,7,OUTGOING,8473375,0.1805738530065138,1753691583613,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,31,58,OUTGOING,8405875,0.18058868008171006,1753691583622,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,31,58,OUTGOING,8498333,0.18058743640231242,1753691583630,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,31,58,OUTGOING,8494875,0.1805861536465331,1753691583639,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,31,58,OUTGOING,8886292,0.18058579520755913,1753691583648,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,94,7,OUTGOING,8927750,0.1805606756303939,1753691583657,772
05bf52c6-7bb0-4f13-8951-0e1fd803df35,31,58,OUTGOING,8883958,0.18050927213272663,1753691583666,772
